2025-06-05 01:55:27,814 - Script started.
2025-06-05 01:55:27,871 - Using device: cuda
2025-06-05 01:55:27,895 - Loaded training dataset with 1356 samples.
2025-06-05 01:55:27,895 - Loaded validation dataset with 290 samples.
2025-06-05 01:55:32,585 - Encoder initialized.
2025-06-05 01:55:32,586 - Encoder has 303,362,048 parameters.
2025-06-05 01:55:38,918 - Loaded checkpoint from /data/Prithvi_EO_V2_300M.pt.
2025-06-05 01:55:38,923 - Classifier initialized.
2025-06-05 01:55:38,923 - Classifier has 525,826 parameters.
2025-06-05 01:55:38,924 - Training started.
2025-06-05 01:55:38,924 - Training Parameters - Batch Size: 64, Epochs: 300, Encoder embed_dim: 1024, Classifier input_dim: 1024
2025-06-05 02:36:47,300 - Epoch 70: Training Loss: 0.338370, Validation Loss: 0.411145, Training Accuracy: 83.92, Validation Accuracy: 83.10, Learning Rate: 0.000047340816, Time: 36.43s
2025-06-05 02:37:23,063 - Epoch 71: Training Loss: 0.343675, Validation Loss: 0.384098, Training Accuracy: 82.52, Validation Accuracy: 84.48, Learning Rate: 0.000047208756, Time: 35.76s
2025-06-05 02:37:57,645 - Epoch 72: Training Loss: 0.361633, Validation Loss: 0.379022, Training Accuracy: 82.01, Validation Accuracy: 82.41, Learning Rate: 0.000047073690, Time: 34.58s
2025-06-05 02:38:35,936 - Epoch 73: Training Loss: 0.340897, Validation Loss: 0.405348, Training Accuracy: 83.55, Validation Accuracy: 82.41, Learning Rate: 0.000046935635, Time: 38.29s
2025-06-05 02:39:12,790 - Epoch 74: Training Loss: 0.342009, Validation Loss: 0.408654, Training Accuracy: 82.52, Validation Accuracy: 80.69, Learning Rate: 0.000046794610, Time: 36.85s
2025-06-05 02:39:48,783 - Epoch 75: Training Loss: 0.341822, Validation Loss: 0.377838, Training Accuracy: 83.85, Validation Accuracy: 82.41, Learning Rate: 0.000046650635, Time: 35.99s
2025-06-05 02:40:26,714 - Epoch 76: Training Loss: 0.340726, Validation Loss: 0.378300, Training Accuracy: 84.44, Validation Accuracy: 83.10, Learning Rate: 0.000046503729, Time: 37.93s
2025-06-05 02:41:04,075 - Epoch 77: Training Loss: 0.334987, Validation Loss: 0.386307, Training Accuracy: 85.25, Validation Accuracy: 82.76, Learning Rate: 0.000046353911, Time: 37.36s
2025-06-05 02:41:40,857 - Epoch 78: Training Loss: 0.334807, Validation Loss: 0.377042, Training Accuracy: 84.44, Validation Accuracy: 83.79, Learning Rate: 0.000046201202, Time: 36.78s
2025-06-05 02:42:17,427 - Epoch 79: Training Loss: 0.336662, Validation Loss: 0.399634, Training Accuracy: 84.00, Validation Accuracy: 81.03, Learning Rate: 0.000046045623, Time: 36.57s
2025-06-05 02:42:55,450 - Epoch 80: Training Loss: 0.340910, Validation Loss: 0.400357, Training Accuracy: 83.11, Validation Accuracy: 83.79, Learning Rate: 0.000045887195, Time: 38.02s
2025-06-05 02:43:32,637 - Epoch 81: Training Loss: 0.332558, Validation Loss: 0.381711, Training Accuracy: 85.55, Validation Accuracy: 85.52, Learning Rate: 0.000045725939, Time: 37.19s
2025-06-05 02:44:10,335 - Epoch 82: Training Loss: 0.328786, Validation Loss: 0.367927, Training Accuracy: 85.84, Validation Accuracy: 83.45, Learning Rate: 0.000045561877, Time: 37.70s
2025-06-05 02:44:47,218 - Epoch 83: Training Loss: 0.334022, Validation Loss: 0.367837, Training Accuracy: 83.63, Validation Accuracy: 83.79, Learning Rate: 0.000045395032, Time: 36.88s
2025-06-05 02:45:27,243 - Epoch 84: Training Loss: 0.329755, Validation Loss: 0.377344, Training Accuracy: 86.36, Validation Accuracy: 85.52, Learning Rate: 0.000045225425, Time: 40.03s
2025-06-05 02:46:03,535 - Epoch 85: Training Loss: 0.328612, Validation Loss: 0.371581, Training Accuracy: 85.03, Validation Accuracy: 86.21, Learning Rate: 0.000045053080, Time: 36.29s
2025-06-05 02:46:38,881 - Epoch 86: Training Loss: 0.327671, Validation Loss: 0.364292, Training Accuracy: 84.66, Validation Accuracy: 82.41, Learning Rate: 0.000044878020, Time: 35.35s
